title,value,id,object
5 Portraits of Balena Cross at Party,1961,Negative,283576
35 Views of John McDonald and Others at Party,1961,Negative,283577
"18 Views of Party, Possibly England",1961,Negative,283578
73 Views of Unidentified Wedding Party,1961,Negative,283579
"54 Views of House with Thatched Roof, Possibly England: ""Denis House""",1960,Negative,283582
"34 Views of a Party, Possibly England",1960,Negative,283583
"28 Portraits of Unidentified Man, Possibly England",1960,Negative,283584
"102 Views of a Party, Possibly Family of Isabelle Evans, Switzerland",1960,Negative,283585
"18 Views of a Railroad Station, Possibly England",1960,Negative,283586
"30 Views of a Wedding Outside Neoclassical Church, London",1960,Negative,283587
"31 Views of Skittle Alley in Pub and Street Scenes, London",1960,Negative,283588
67 Portraits of Henry Moore and Views of Sculptures,1960,Negative,283589
"213 Views of Paris: Architecture, Street Scenes, Portraits",1960,Negative,283598
"29 Views of a Party, Possibly France",1960,Negative,283599
"5 Portraits of Douglas Glass in Pub, England",1960,Negative,283600
2 Views of Bloomingdale Railroad Depot and Gazebo,1960,Negative,283605
6 Views of Laundry Lines Behind Apartment Buildings,1960,Negative,283606
"28 Views of Demolished Buildings, Possibly Flood",1960,Negative,283607
25 Views of House on Lakeshore and Car,1960,Negative,283612
"30 Views of Manhattan Skyline from Queens Roadway, New York City",1960,Negative,283617
"2 Views of Writing on Street, Wall Street, and 4 Views of Office Interior, New York City",1960,Contact Sheet,283618
23 Views of Pedestrians at Railroad Station and Unidentified People at Dinner Party,1960,Negative,283622
"70 Views of Street Debris, New York City",1960,Negative,283624
"13 Views of Alice Morris's House and Views of Car, Maine",1960,Negative,283643
25 Interior and Exterior Views of Walker Evans's Exhibition and Lecture by Unidentified Man,1960,Contact Sheet,283644
12 Views of Mailboxes and Baseball Stadium Crowd,1960,Negative,284520
4 Group Portraits of Unidentified Men Seated Around Table,1960,Negative,284529
"12 Exterior Views of ""Baptistown"" Church",1960,Negative,284562
"35 Exterior Views of Hotels, Cape May, New Jersey",1960,Negative,284563
"24 Views of House and Porch, and Portraits of Isabelle Evans",1960,Negative,284566
12 Details of Clapboard House,1960,Negative,284567
3 Views of Wedding Cake on Table,1960,Negative,284606
3 Original Annotated Contact Sheets of Young Woman Seated on Lawn and in Car,1960,Ephemera,284621
7 Original Contact Sheets of Interior Details in Walker Evans's Apartment,1960,Ephemera,284622
"2 Original Annotated Contact Sheets Relating to ""Foundation Heads"" Project",1960,Ephemera,284625
"214 Miscellaneous Personal Photographs: Views of Walker Evans's House and Studio, Old Lyme, Connecticut, Portraits of Evans, and Views of Evans's Paintings",1960,Transparency,284657
Building Corner with Hand-Painted Bar Signs,1960,Photograph,284843
14 Portraits of a Man Wearing Glasses Sitting at a Desk Surrounded by Framed Maps and Photographs; 5 Views of Cows on a Horizon,1960,Negative,714887
Jar of Tin Can Pull Tabs,1960,Pull Tabs,306593
Jar of Crushed Bottle Caps,1960,Bottle Caps,306594
"73 Manuscripts, Typescripts, Carbons From the 1960s-70s: Van Vechten Portrait Session, Lyric Documentary Project, Yale Lecture Notes, Sale of Agee Manuscripts, MFA and Yale Exhibitions, Caroline Freud, and Personal Writing",1960,Manuscript materials,281843
"Assemblage on Wood Base with Driftwood, Feathers, Stones, and Shells",1960,Assemblage,282613
"12 Views of Walker Evans's Studio and Nudes of Unidentified Woman, Old Lyme, Connecticut",1960,Negative,284524
Two Prints of Photograph of Nude Woman Taped to Door,1965,Photograph,284884
Two Prints of Photograph of Nude Woman Taped to Door,1965,Photograph,284885
Detail of Photograph of Nude Woman Taped to Door,1965,Photograph,284886
Two Prints of Rooming House Facade Detail with Handmade Posters,1960,Photograph,284840
"16 Portraits of Isabelle Evans in Bathtub and at Party, New York City",1960,Negative,283541
"21 Portraits of Father James Flye, Made for Vogue Magazine and Probably Unpublished",1960,Negative,276771
"Ben Schultz Seated in Walker Evans' Living Room and Library, Old Lyme, Connecticut",1960,Photograph,282443
9 Exterior Views of Victorian House with Photographer's Shadow in Foreground,1960,Negative,284561
"24 Views of Factory and Houses, Possibly for Fortune Magazine",1960,Negative,284597
Ninety-nine Letters from Isabelle Evans to Walker Evans,1960,Letters; Correspondence,283414
Woman Leaning Out Tenement Window,1961,Photograph,267283
Pennsylvania Railroad Cars and Houses,1961,Photograph,267284
"28 Annotated Contact Sheets of 35mm and 120mm Negatives (with Storage Envelope) and Annotated Paper Negative Sleeve Relating to ""People and Places in Trouble"", Published in Fortune, March 1961",1961,Manuscript materials,281824
Green Cloth-Bound Diary for the Year 1961,1961,Diary; Appointment book,283384
Navy Leather-Bound Diary for the Year 1961,1961,Diary; Appointment book,283385
"3 Portraits of Eliza, Ethel, and Iris Mabry in Walker Evans's Apartment, New York City",1961,Negative,284610
"8 Portraits of Eliza, Ethel, and Iris Mabry in Walker Evans's Apartment, New York City",1961,Negative,284635
"27 Manuscript and Typescript Drafts and Notes, Carbons, Photomechanical Reproductions, and Project Ephemera Relating to ""The Auto Junkyard"", Published in Fortune, April 1962",1961,Manuscript materials,281825
"12 Studies of Junked Automobiles, Commissioned by Fortune Magazine for ""The Auto Junkyard"", Published April 1962",1961,Negative,276707
"88 Views of 19th Century Cast-Iron Warehouses in Downtown Manhattan, New York City, Commissioned by Architectural Forum Magazine for ""The American Warehouse"", Published April 1962",1961,Negative,281886
"192 Views of Junked Cars for Fortune Article ""The Auto Junkyard""",1961,Transparency,284648
Auto Junkyard,1961,Photograph,284838
Auto Junkyard,1961,Photograph,284849
"41 Manuscript and Typescript Notes, Drafts, Carbons, and Correspondence Related to  American Photographs Exhibition and Book Reissue, 1962",1961,Manuscript Materials,272182
Harper's Bazaar 95 (March 1962),1962,Periodical,276605
"41 Contact Sheets of 120mm Negatives and 2 Negative Envelopes for Life Magazine Article ""America's Heritage of Great Architecture is Doomed...And Must Be Saved"", Published July 5, 1963",1962,Manuscript materials,281847
Navy Leather-Bound Diary for the Year 1962,1962,Diary; Appointment book,283386
Brown Leather-Bound Diary for the Year 1962,1962,Diary; Appointment book,283387
Navy Leather-Bound Diary for the Year 1962,1962,Diary; Appointment book,283388
Brown Leather-Bound Diary for the Year 1962,1962,Diary; Appointment book,283389
"22 Portraits of Isabelle Evans, Walker Evans, Lee Friedlander, and Others",1962,Negative,283544
"38 Portraits of Father James Flye, Made for Vogue Magazine and Probably Unpublished",1962,Negative,283639
"56 Portraits of Calvert and Susanna Coggeshall and Family, Including Portraits of Isabelle Evans and Interior and Exterior Views of House, Maine",1962,Negative,284469
"3 Interior Views of Heliker/LaHotan House, Walpole, Maine",1962,Negative,284470
"9 Interior Views of the Coggeshall House, Newcastle, Maine",1962,Negative,284471
"12 Portraits of Robert LaHotan, Cranberry Island, Maine",1962,Negative,284474
24 Miscellaneous Architectural Views,1962,Negative,284553
2 Original Annotated Contact Sheets of Father James Harold Flye for Vogue Magazine,1962,Ephemera,284619
"31 Interior Views of the Heliker House, Cranberry Island, Maine?",1962,Negative,714886
30 Portraits of Cyril Connolly and Unidentified Woman,1962,Negative,283546
"8 Annotated 120mm Contact Sheets of 19th Century Cast-Iron Warehouses in Lower Manhattan, New York City, For Architectural Forum Article ""The American Warehouse"", Published April 1962",1962,Manuscript materials,272181
Black Leather-Bound Spiral Notebook,1962,Diary; Appointment book,283392
12 Views of House in the Snow,1962,Negative,284554
"Sixteen Letters, Postcards, Notecard, Telegram, and Invitation to Walker Evans from Nine Correspondents: Jerry L. Thompson to Jack Tworkov",1962,Letters; Correspondence,281868
"Life 55 (July 5, 1963)",1963,Periodical,276606
"Industrial Architectural Views, for an Unpublished Series, Fortune Magazine, 1963",1963,Negative,276715
"854 Views of Container Corporation and Bethelehem Steel Industrial Architecture, Chicago Rail Yards, Architecture and Street Scenes, Galena Train Depot and Baggage Wagons, Pittsburgh and Pennsylvania Towns",1963,Negative,279148
49 Annotated Contact Sheets (with Storage Envelopes) of 120mm and 35mm Negatives Relating to Container Corporation Commission,1963,Manuscript materials,281829
One Telegram to Walker Evans from Marvin Israel,1963,Letter; Correspondence,281881
"20 Portraits of George Moore, for Fortune Business Executive Profile (?)",1963,Transparency,283368
Black Leather-Bound Diary for the Year 1963,1963,Diary; Appointment book,283390
Black Leather-Bound Diary for the Year 1963,1963,Diary; Appointment book,283391
"12 Exterior Views of Houses, Vermont",1963,Negative,284560
Two Views for Container Corporation Commission,1963,Photograph,284990
"Three Views of Building Construction, Railyard, and Skyline for Container Corporation Commission",1963,Photograph,284991
127 Portraits of the Children of Barron Gourlay on Lawn and Children's Theater Performance,1963,Negative,283547
106 Portraits of Caroline Blackwood,1963,Negative,283548
"28 Views of House and Trees, Possibly Mount Kisco, New York",1963,Negative,283610
"330 Portraits of Armstrong Cork Executives, Probably Commissioned by Fortune Magazine",1963,Negative,279155
"Twenty-Two Annotated 35mm Contact Sheets, 6 Enlargements, and 2 Annotated Negative Envelopes Relating to Unpublished (?) Article on Armstrong Cork Executives",1963,Manuscript materials,281854
"67 Views of Junked Car and Shed and Stone Wall: ""Chris Voorhees Junkyard""",1963,Negative,283640
"35 Views of Robert Frank, Mary Frank, and Others at Party",1963,Negative,283572
"Two copies of ""du"" magazine (June 1964)",1964,Periodical,276602
"Black Leather-Bound ""Expense and Tax Record""",1964,Diary; Appointment book,283393
Navy Leather-Bound Diary for the Year 1964,1964,Diary; Appointment book,283394
Navy Leather-Bound Diary for the Year 1964,1964,Diary; Appointment book,283395
"96 Portraits of Isabelle Evans and Family at the Boeschenstein Home, Berne, Switzerland",1964,Negative,283595
"271 Views of Stone Structures and Quarries for Fortune Article ""American Masonry""",1964,Transparency,284649
"330 Views and Studies of Brown Brothers Harriman & Company Bankers, Their Offices, and Employees at Work, and Related Views of Partners' Residences, Commissioned by Doubleday & Company for ""Partners in Banking"", Published 1968",1964,Negative,279147
"3 Portraits of William R. Driver, Jr. for ""Partners in Banking"" Book, and 6 Portraits of Isabelle Evans in a Garden",1964,Contact Sheet,283646
Original Negative Sleeves and Contact Sheet of Yale School of Art Barbecue,1964,Ephemera,284624
"67 Annotated Contact Sheets, Correspondence, and Project Ephemera Relating to ""Partners in Banking"", Commissioned by Doubleday & Company",1964,Manuscript materials,281849
"Correspondence and Ephemera Related to Many Are Called and MoMA Exhibition, ""Walker Evans' Subway""",1964,Manuscript Materials,282342
"95 Items of  Correspondence from Fifteen Schools, Including Letters, Brochures, and Memoranda: Harvard University, Oberlin College, Philadelphia College of Art, Phillips Academy at Andover, University of California, Santa Cruz, University of Texas at Austin, Williams College, Yale University, and Various Others, Including Art Academy of Cincinnati, Boston University, New York University, Pennsylvania State University, C.W. Post College, University of Alabama, University of  New Mexico",1964,Manuscript Materials,282344
AUDIO RECORDINGS,1964,Audiocassette,285027
147 Portraits of Guests at Wedding of Christie McDonald,1965,Negative,283550
"59 Portraits of Guests at Graduation of Eliza Hobson and Portraits of Eliza Hobson at Home, Princeton, New Jersey",1965,Negative,283551
"39 Portraits of Eliza Hobson, Robert Motherwell, Helen Frankenthaler, and Others",1965,Negative; Contact Sheet,283552
63 Miscellaneous Architectural Studies and Construction Details,1965,Negative,283608
Blue Acrylic Bound Notebook Used for Yale Lectures,1965,Notebook,283415
"27 Miscellaneous Views in Connecticut, Including Yale Students Photographing, Street Furniture, Trash, Storefronts, and Portraits of Young Boy",1965,Negative,284496
Flattened Matchbook Collected by Walker Evans,1965,Photograph,284835
Red Leather-Bound Diary for the Year 1966,1966,Diary; Appointment book,283396
Black Leather-Bound Diary for the Year 1966,1966,Diary; Appointment book,283397
Navy Leather-Bound Financial Diary for the Year 1966,1966,Diary; Appointment book,283398
"489 Views and Studies of Brown Brothers Harriman & Company Bankers, Their Offices, and Employees at Work, and Related Views of Partners' Residences, Commissioned by Doubleday & Company for ""Partners in Banking"", Published 1968",1966,Negative,276714
Black Leather-Bound Diary for the Year 1967,1967,Diary; Appointment book,283399
Black Leather-Bound Diary for the Year 1967,1967,Diary; Appointment book,283400
Black Leather-Bound Financial Diary for the Year 1967,1967,Diary; Appointment book,283401
Original Annotated Folder for Blackpoint Clambake Negatives,1967,Ephemera,284627
"89 Portraits and Snapshots: Carrol Cooney and Bocce Tournament Spectators, Turtle at Old Lyme Country Club, Old Lyme, Connecticut",1967,Negative,276777
Blue Acrylic Spiral Bound Notebook Used for Yale Lectures,1967,Notebook,283416
Black Acrylic Bound Spiral Notebook Used for Yale Lectures,1967,Notebook,283417
"86 Portraits and Interior and Exterior Views of the Heliker House, Cranberry Island, Maine, and View of ""Home Organ,"" Chester, Nova Scotia",1967,Negative,284472
"198 Portraits Betty Parsons, Jock Truman, Sue and Ted Hilles, and Interior and Exterior Architectural Views from Trip to Nova Scotia",1967,Negative,284475
10 Portraits of Walker Evans and Portraits of Unidentified Others at Beach,1967,Negative,283580
"28 Letters, Typescripts, Notes, Papers, and Ephemera Related to John Szarkowski's ""Walker Evans"" Book and Exhibition at the Museum of Modern Art, 1971",1967,Manuscript materials,282339
"Transcripts of 7 Lectures/Interviews with Walker Evans: ""Lyric Documentary,"" Yale University; University of California, Santa Cruz; Davis Pratt Interview; Panel Discussion, Yale University; Leslie Katz Interview; Paul Cummings Interview; MoMA Lecture",1967,Manuscript materials,287976
"36 Portraits and Studies: ""Lohman"" Outdoor Cocktail Party, Connecticut",1968,Negative,276778
"12 Portraits of Carrol Cooney Seated on Patio, Connecticut",1968,Negative,276779
Brown Leather-Bound Diary for the Year 1968,1968,Diary; Appointment book,283402
Navy Leather-Bound Diary for the Year 1968,1968,Diary; Appointment book,283403
"12 Views of Antique Shop Window, Essex, Connecticut",1968,Negative,284570
"131 Views of Modern Architecture, Possibly Florida",1968,Negative,283609
"90 Interior and Exterior Views of the Heliker House and Portraits of Sue Hillis and Others, Cranberry Island, Maine",1968,Negative,284473
Cut Contact Sheet of 35mm Negative Strip: Virginia Hubbard (5),1968,Photograph,282911
24 Views of Yale School of Art Barbecue,1968,Negative,284528
"103 Portraits, Views, and Studies: Jane Mayall, Victorian Seaside Architecture Possibly at Cape May, New Jersey, and Cemetery Scenes and Gravestone Studies",1969,Negative,276780
"36 Views of Fence and Path Leading to Robert Frank's House, Nova Scotia",1969,Negative,284476
"9 Views of Abandoned Cars in ""Auto Graveyard,"" Old Lyme, Connecticut",1969,Negative,284518
"3 Views of Fire Hose, Old Lyme, Connecticut",1969,Negative,284519
"12 Views of Greenwood Cemetery Monuments and Roadside Architecture in Clarksville, Tennessee",1969,Negative,284569
"12 Exterior Views and Details of Wooden Shed, Essex School, Essex, Connecticut",1969,Negative,284571
12 Views of Building Facades and Signs,1969,Negative,284573
23 Exterior Views of Farm Building and Portraits of Unidentified Woman,1969,Negative,284575
"30 Views of Roadside Architecture, Signs, Mennonite Horse and Carriage, Allensville, Kentucky (and Vicinity)",1969,Negative,284576
"10 Views of Steam Engine (locally known as a Willipus Wallapus) in a Field, Keysburg, Kentucky",1969,Negative,284607
"Back of Volkswagen Beetle, England",1969,Photograph,284839
"Back of Volkswagen Beetle, England",1969,Photograph,284850
"6 Studies of Junked Wagon in Field and Sedat Pakay with Movie Camera, Old Lyme, Connecticut",1969,Negative,276781
24 Portraits of Walker Evans (12) and Virginia Hubbard (12),1969,Negative,276782
Black Leather-Bound Spiral Notebook Used for Yale Lectures,1969,Notebook,283418
"24 Interior Views of a Fisherman's House, Nova Scotia, and Studies of the Interior of the Heliker House, Cranberry Island, Maine",1969,Negative,284478
"33 Interior and Exterior Views of House and Portraits of Family, Nova Scotia",1969,Negative,284479
"231 Interior and Exterior Views of Robert Frank's House and Portraits of Robert Frank and June Leaf, Nova Scotia; also Interior Studies of the Heliker House, Cranberry Island, Maine",1969,Negative,284480
"12 Details of Door with Printed Cardboard, Nova Scotia",1969,Negative,284481
"24 Exterior Views of Beach Cabins, Nova Scotia",1969,Negative,284482
Two Letters to Walker Evans from Two Correspondents: Joan Ziemann and Henrietta Stern Zuckerman,1969,Letters; Correspondence,281873
Self-Portrait in Automated Photobooth,1970,Photobooth strip,272018
"Gravestone Rubbing: ""J. W."" in Red",1970,Drawing,282585
"Gravestone Rubbing: ""J. W."" in Blue",1970,Drawing,282586
Two Doors on Clapboard Building Facade,1970,Photograph,284832
Building Corner with Posters,1970,Photograph,266554
Black Leather-Bound Appointment and Address Book,1970,Appointment book; Address book,283411
"149 Portraits, Including James A. Stern and Nora Sayre, Views of Architecture, and of England",1970,Negative,283591
Six Tintypes,1970,Collage,282565
The Seeing-Eye Men,1971,Books,276618
"Infinity Volume XX, No.6 (June 1971)",1971,Periodical,276619
The Harvard Advocate Commemorative to James Agee,1972,Books,276614
Navy Leather-Bound Appointment and Address Book for the Year 1972,1972,Appointment book; Address book,283412
"12 Views of Walker Evans Before Murals at ""Walker Evans"" Travelling Exhibition, Museum of Fine Art, Boston",1972,Contact sheet,283652
"12 Portraits of Unidentified Woman (""Sue""), Yale School of Art Summer Program, Norfolk Connecticut",1972,Negative,284526
"Wooden Farm Buildings with Gingerbread Trim, near Accomac, Virginia",1972,Photograph,284830
"84 Portraits of Leon Edel, Commissioned by Vogue Magazine and Probably Unused",1972,Negative,276719
"Brighton, England",1973,Photograph,267286
"Mailbox, Alabama",1973,Polaroid,272144
"Mail Box, Alabama",1973,Polaroid,280674
"446 Portraits of Caroline Blackwood, Robert Lowell, and Unidentified Others, Streets Scenes, and Interiors, England and Holland",1973,Negative,283590
"340 Street Scenes, Including Pedestrians, Grafitti, Storefronts and Interiors, New York City",1973,Negative,283625
"97 Views from Trip to Texas, Including Beach Scenes, Roadside Architecture, Views Through Car Window",1973,Negative,283653
"234 Scenes from Trip to England: Redcliffe Square, London; Portraits of Caroline Blackwood; Country House of Robert Lowell and Caroline Blackwood, Kent; Portraits of Lady Xandra Gowrie; Brighton Pier; Framework Houses",1973,Negative,284523
"84 Interior Views of Melinda Blauvelt's Apartment, New Haven, Portraits of Melinda Blauvelt, Exterior Views of Houses, Liquor Store Sign",1973,Negative,284525
"Yale Graduate Photography Students on Street, near Accomac, Virginia",1973,Photograph,284883
"Set Dinner Table in Walker Evans' Living Room, Old Lyme, Connecticut",1973,Polaroid,284811
Street Arrow,1973,Polaroid,272031
Clothes Draped on Armchair,1973,Polaroid,272033
Clothes Draped on Armchair,1973,Polaroid,272034
"Carla Steiger's Dress, Oberlin, Ohio",1973,Polaroid,272035
Toilet,1973,Polaroid,272036
Chair Reflection in Mirror,1973,Polaroid,272037
Misty Cemetery View,1973,Polaroid,272038
"Street Lettering: ""ONLY""",1973,Polaroid,272043
"Kingston Station, Rhode Island",1973,Polaroid,272052
Coffee Shop Rest Rooms,1973,Polaroid,272053
Train Depot Platform,1973,Polaroid,272061
Train Crossing (No Flash),1973,Polaroid,272062
"Theater Near Old Saybrook, Connecticut",1973,Polaroid,272064
Hexagonal Roadside Building,1973,Polaroid,272068
Electronics Supply Store,1973,Polaroid,272069
Abandoned House,1973,Polaroid,272071
"Hardware Store, Old Lyme, Connecticut",1973,Polaroid,272072
House with Mansard Roof,1973,Polaroid,272075
Building Shell,1973,Polaroid,272077
Victorian Funerary Monument,1973,Polaroid,272079
Detail of Funerary Monument,1973,Polaroid,272080
"Virginia Hubbard, Destin, Florida",1973,Polaroid,272081
Lady Caroline Lowell,1973,Polaroid,272084
Couple on Boat,1973,Polaroid,272088
Manhole Cover,1973,Polaroid,272091
Street Arrow,1973,Polaroid,272093
Detail of Street Lettering,1973,Polaroid,272094
Detail of Street Lettering,1973,Polaroid,272095
Detail of Street Lettering,1973,Polaroid,272096
Detail of Street Lettering,1973,Polaroid,272098
Detail of Liquor Store Sign,1973,Polaroid,272100
"Detail of Sign Lettering: ""$1.00""",1973,Polaroid,272102
"Detail of Sign Lettering: ""OO""",1973,Polaroid,272103
Street Arrow,1973,Polaroid,272104
"Detail of Sign Lettering: ""ARK""",1973,Polaroid,272113
Street Arrow,1973,Polaroid,272115
"Sign Near Train Tracks: ""W""",1973,Polaroid,272120
"Sign Near Train Tracks: ""W""",1973,Polaroid,272121
"Detail of Hand-Painted Sign: ""DEAD END""",1973,Polaroid,272122
"Detail of Hand-Painted Sign: ""DO NOT ENTER""",1973,Polaroid,272123
"Stencilled Sign with Newspaper Clippings: ""MR. NICK'S BEAUTY SALON""",1973,Polaroid,272124
Street Arrow,1973,Polaroid,272126
"Wooden Sign Lettering: ""ENJOY""",1973,Polaroid,272127
"Roadside Sign: ""RUSSELL'S PRIME MEATS""",1973,Polaroid,272128
"Detail of Painted Advertisement for The Marquezette Lounge, Marigot, French West Indies",1973,Polaroid,272129
"Painted Advertisement for The Marquezette Lounge, Marigot, French West Indies",1973,Polaroid,272130
"Restaurant Billboard, French West Indies",1973,Polaroid,272131
Angel Ornament Mounted to Light Pole,1973,Polaroid,272132
Roadside Ice Cream Cone Sign,1973,Polaroid,272133
"Graffiti: ""Fuck Mai""",1973,Polaroid,272138
Metal Door Placard of a Handshake,1973,Polaroid,272139
"Metal Sign: ""THANK YOU""",1973,Polaroid,272140
No Dumping Sign Riddled with Bullet Holes,1973,Polaroid,272141
Detail of Post Office Sign,1973,Polaroid,272142
Crushed Can,1973,Polaroid,272145
Crushed Can,1973,Polaroid,272146
"Truck Grill, Connecticut--FRAMED OBJECT (needs full cataloguing)",1973,Polaroid,272153
Junked Car Door,1973,Polaroid,272155
Shrub in Front of Barn Facade,1973,Polaroid,272158
Floral Still-Life,1973,Polaroid,272161
Floral Still-Life,1973,Polaroid,272162
Floral Still-Life on Tabletop,1973,Polaroid,272163
Cleaning Brushes in Glass Pitcher,1973,Polaroid,272165
"Arrangement of Objects on Table: Cigarettes, Marbles, Matches",1973,Polaroid,272166
Signs Posted on Telephone Pole,1973,Polaroid,272167
Paintbox,1973,Polaroid,272174
Half-Eaten Blueberry Pie,1973,Polaroid,272178
Clothes Draped on Armchair,1973,Polaroid,272180
Liz and Michael Lesy,1973,Polaroid,279326
Polaroid #921 on Desk: Glenn Ives (?) in Bed with Cat,1973,Polaroid,279330
Liz and Michael Lesy,1973,Polaroid,279337
Liz and Michael Lesy,1973,Polaroid,279348
Liz and Michael Lesy,1973,Polaroid,279359
Mannequin with Long Neck,1973,Polaroid,279364
Mannequin with Long Neck,1973,Polaroid,279365
Mannequin with Long Neck,1973,Polaroid,279366
Mannequin with Long Neck,1973,Polaroid,279367
Mannequin with Long Neck,1973,Polaroid,279368
Mannequin with Long Neck,1973,Polaroid,279369
Liz and Michael Lesy,1973,Polaroid,279370
Mannequin with Long Neck,1973,Polaroid,279371
Dressmaker's Form,1973,Polaroid,279372
Dressmaker's Form,1973,Polaroid,279373
Man with Dressmaker's Form,1973,Polaroid,279374
Dress Maker's Form,1973,Polaroid,279375
Dressmaker's Form,1973,Polaroid,279376
Dressmaker's Form,1973,Polaroid,279377
Dress Maker's Form,1973,Polaroid,279378
Dressmaker's Form,1973,Polaroid,279379
Dressmaker's Form,1973,Polaroid,279380
"Liz Lesy and Andrea Kovacs, New Haven, Connecticut",1973,Polaroid,279381
Dressmaker's Form,1973,Polaroid,279382
Dressmaker's Form,1973,Polaroid,279383
Dressmaker's Form,1973,Polaroid,279384
Lawn Statuary Lot (See T.749-52),1973,Polaroid,279385
Lawn Statuary: Jockey,1973,Polaroid,279386
Lawn Statuary: Boy in Hat,1973,Polaroid,279387
Lawn Statuary: Revolutionary Soldier,1973,Polaroid,279388
Lawn Statuary: Dwarf,1973,Polaroid,279389
Lawn Statuary: Poodles,1973,Polaroid,279390
Lawn Statuary: Religious Figures,1973,Polaroid,279391
Liz Lesy,1973,Polaroid,279392
Lawn Statuary: Religious Figures,1973,Polaroid,279393
Clothes on Armchair,1973,Polaroid,279394
Clothes on Armchair,1973,Polaroid,279395
Clothes on Armchair,1973,Polaroid,279396
Clothes on Armchair,1973,Polaroid,279397
Clothes on Armchair,1973,Polaroid,279398
Clothes on Armchair (Carpet Removed),1973,Polaroid,279399
Clothes on Armchair,1973,Polaroid,279400
Print Dress Draped on Armchair,1973,Polaroid,279411
Print Dress Draped on Armchair,1973,Polaroid,279412
Julie Gabord,1973,Polaroid,279414
Julie Gabord,1973,Polaroid,279425
Julie Gabord,1973,Polaroid,279437
Heating Pad on Bed,1973,Polaroid,279443
Heating Pad on Bed,1973,Polaroid,279444
Toilet,1973,Polaroid,279445
Toilet,1973,Polaroid,279446
Toilet,1973,Polaroid,279447
Julie Gabord,1973,Polaroid,279448
Toilet,1973,Polaroid,279449
Toilet,1973,Polaroid,279450
Toilet,1973,Polaroid,279451
Ladder-Backed Chair (No Flash),1973,Polaroid,279452
Armchair,1973,Polaroid,279453
Wrought Iron Garden Love Seat,1973,Polaroid,279454
Julie Gabord,1973,Polaroid,279459
Julie Gabord,1973,Polaroid,279470
Julie Gabord,1973,Polaroid,279481
Julie Gabord,1973,Polaroid,279492
Julie Gabord,1973,Polaroid,279503
"Auto Junkyard, Old Lyme, Connecticut: Engine",1973,Polaroid,279509
"Auto Junkyard, Old Lyme, Connecticut: Truck",1973,Polaroid,279510
"Auto Junkyard, Old Lyme, Connecticut: Truck",1973,Polaroid,279511
"Auto Junkyard, Old Lyme, Connecticut: Cab",1973,Polaroid,279512
"Auto Junkyard, Old Lyme, Connecticut: Cab",1973,Polaroid,279513
Julie Gabord,1973,Polaroid,279514
"Auto Junkyard, Old Lyme, Connecticut: Truck",1973,Polaroid,279515
"Auto Junkyard, Old Lyme, Connecticut: Cab",1973,Polaroid,279516
"Auto Junkyard, Old Lyme, Connecticut: Cab",1973,Polaroid,279517
"Auto Junkyard, Old Lyme, Connecticut: Ford Truck Fender",1973,Polaroid,279518
"Auto Junkyard, Old Lyme, Connecticut: Ford Truck Grill",1973,Polaroid,279519
Julie Gabord,1973,Polaroid,279525
"Chevrolet Pick-Up Truck, New Haven, Connecticut",1973,Polaroid,279527
Rusted Machinery Part,1973,Polaroid,279528
Rusted Machinery Part,1973,Polaroid,279529
"Birdcage on Railing, Royal Pavilion, Brighton, England",1973,Polaroid,279530
"Birdcage on Railing, Royal Pavilion, Brighton, England",1973,Polaroid,279531
"Birdcage on Railing, Royal Pavilion, Brighton, England",1973,Polaroid,279532
Fish on Plate,1973,Polaroid,279533
Fish on Plate,1973,Polaroid,279534
Julie Gabord,1973,Polaroid,279536
Salmon Fly,1973,Polaroid,279541
Salmon Fly,1973,Polaroid,279542
Salmon Fly,1973,Polaroid,279543
Salmon Fly,1973,Polaroid,279544
Tree Shadow on Shade in Window,1973,Polaroid,279597
Tree Shadow on Shade in Window,1973,Polaroid,279598
Tree Shadow on Shade in Window,1973,Polaroid,279599
Tree Shadow on Shade in Window,1973,Polaroid,279600
Tree Shadow on Shade in Window,1973,Polaroid,279601
Tree Shadow on Shade in Window,1973,Polaroid,279602
Tree Shadow on Shade in Window,1973,Polaroid,279604
Tree Shadow on Shade in Window,1973,Polaroid,279605
Tree Shadow on Shade in Window,1973,Polaroid,279606
Tree Shadow on Shade in Window,1973,Polaroid,279607
Tree Shadow on Shade in Window,1973,Polaroid,279608
Tree Shadow on Shade in Window,1973,Polaroid,279609
Tree Shadow on Shade in Window,1973,Polaroid,279610
Tree Shadow on Shade in Window,1973,Polaroid,279611
Shadow on Shade in Window,1973,Polaroid,279612
Cactus,1973,Polaroid,279613
Cactus,1973,Polaroid,279615
Cactus,1973,Polaroid,279616
Cactus,1973,Polaroid,279617
Cactus,1973,Polaroid,279618
Two Cacti,1973,Polaroid,279619
Cactus,1973,Polaroid,279620
Cactus,1973,Polaroid,279621
Two Cacti,1973,Polaroid,279622
Two Cacti,1973,Polaroid,279623
Bicycle Shop Window Display,1973,Polaroid,279643
Wing and Clouds From Plane Window,1973,Polaroid,279644
Wing and Clouds From Plane Window,1973,Polaroid,279645
Wing and Clouds From Plane Window,1973,Polaroid,279646
Wing and Clouds From Plane Window,1973,Polaroid,279648
Carnations on Table,1973,Polaroid,279664
Carnations on Table,1973,Polaroid,279665
Cut Roses,1973,Polaroid,279668
